id	resolution	upstream	target	note
GB-CRY	upstream	iso-3166-2-subdivisions		
GB-CSR	upstream	iso-3166-2-subdivisions		
GB-CWY	upstream	iso-3166-2-subdivisions		
GB-DAL	upstream	iso-3166-2-subdivisions		
GB-DBY	upstream	iso-3166-2-subdivisions		
GB-DEN	upstream	iso-3166-2-subdivisions		
GB-DER	upstream	iso-3166-2-subdivisions		
GB-DEV	upstream	iso-3166-2-subdivisions		
GB-DGN	upstream	iso-3166-2-subdivisions		
GB-DGY	upstream	iso-3166-2-subdivisions		
GB-DNC	upstream	iso-3166-2-subdivisions		
GB-DND	upstream	iso-3166-2-subdivisions		
GB-DOR	upstream	iso-3166-2-subdivisions		
GB-DOW	upstream	iso-3166-2-subdivisions		
GB-DRS	placeholder-circle	iso-3166-2-placeholder-circle		parent=GB-NIR
GB-DRY	upstream	iso-3166-2-subdivisions		
GB-DUD	upstream	iso-3166-2-subdivisions		
GB-DUR	upstream	iso-3166-2-subdivisions		
GB-EAL	upstream	iso-3166-2-subdivisions		
GB-EAW	placeholder-country-centroid	iso-3166-2-placeholder-country-centroid		no coords in Wikidata; centroid of GB
GB-EAY	upstream	iso-3166-2-subdivisions		
GB-EDH	upstream	iso-3166-2-subdivisions		
GB-EDU	upstream	iso-3166-2-subdivisions		
GB-ELN	upstream	iso-3166-2-subdivisions		
GB-ELS	upstream	iso-3166-2-subdivisions		
GB-ENF	upstream	iso-3166-2-subdivisions		
GB-ENG	dissolved	iso-3166-2-gb-home-nation		
GB-ERW	upstream	iso-3166-2-subdivisions		
GB-ERY	upstream	iso-3166-2-subdivisions		
GB-ESS	upstream	iso-3166-2-subdivisions		
GB-ESX	upstream	iso-3166-2-subdivisions		
GB-FAL	upstream	iso-3166-2-subdivisions		
GB-FER	upstream	iso-3166-2-subdivisions		
GB-FIF	upstream	iso-3166-2-subdivisions		
GB-FLN	upstream	iso-3166-2-subdivisions		
GB-FMO	placeholder-circle	iso-3166-2-placeholder-circle		parent=GB-NIR
GB-GAT	upstream	iso-3166-2-subdivisions		
GB-GBN	placeholder-country-centroid	iso-3166-2-placeholder-country-centroid		no coords in Wikidata; centroid of GB
GB-GLG	upstream	iso-3166-2-subdivisions		
GB-GLS	upstream	iso-3166-2-subdivisions		
GB-GRE	upstream	iso-3166-2-subdivisions		
GB-GWN	upstream	iso-3166-2-subdivisions		
GB-HAL	upstream	iso-3166-2-subdivisions		
GB-HAM	upstream	iso-3166-2-subdivisions		
GB-HAV	upstream	iso-3166-2-subdivisions		
GB-HCK	upstream	iso-3166-2-subdivisions		
GB-HEF	upstream	iso-3166-2-subdivisions		
GB-HIL	upstream	iso-3166-2-subdivisions		
GB-HLD	upstream	iso-3166-2-subdivisions		
GB-HMF	upstream	iso-3166-2-subdivisions		
GB-HNS	upstream	iso-3166-2-subdivisions		
GB-HPL	upstream	iso-3166-2-subdivisions		
GB-HRT	upstream	iso-3166-2-subdivisions		
GB-HRW	upstream	iso-3166-2-subdivisions		
GB-HRY	upstream	iso-3166-2-subdivisions		
GB-IOS	upstream	iso-3166-2-subdivisions		
GB-IOW	upstream	iso-3166-2-subdivisions		
GB-ISL	upstream	iso-3166-2-subdivisions		
GB-IVC	upstream	iso-3166-2-subdivisions		
GB-JSY	alias-symlink	iso-3166-1-countries	JE	dual-coded with ISO 3166-1
GB-KEC	upstream	iso-3166-2-subdivisions		
GB-KEN	upstream	iso-3166-2-subdivisions		
GB-KHL	upstream	iso-3166-2-subdivisions		
GB-KIR	upstream	iso-3166-2-subdivisions		
GB-KTT	upstream	iso-3166-2-subdivisions		
GB-KWL	upstream	iso-3166-2-subdivisions		
GB-LAN	upstream	iso-3166-2-subdivisions		
GB-LBC	placeholder-circle	iso-3166-2-placeholder-circle		parent=GB-NIR
GB-LBH	upstream	iso-3166-2-subdivisions		
GB-LCE	upstream	iso-3166-2-subdivisions		
GB-LDS	upstream	iso-3166-2-subdivisions		
GB-LEC	upstream	iso-3166-2-subdivisions		
GB-LEW	upstream	iso-3166-2-subdivisions		
GB-LIN	upstream	iso-3166-2-subdivisions		
GB-LIV	upstream	iso-3166-2-subdivisions		
GB-LMV	upstream	iso-3166-2-subdivisions		
GB-LND	upstream	iso-3166-2-subdivisions		
GB-LRN	upstream	iso-3166-2-subdivisions		
GB-LSB	upstream	iso-3166-2-subdivisions		
GB-LUT	upstream	iso-3166-2-subdivisions		
GB-MAN	upstream	iso-3166-2-subdivisions		
GB-MDB	upstream	iso-3166-2-subdivisions		
GB-MDW	upstream	iso-3166-2-subdivisions		
GB-MEA	placeholder-circle	iso-3166-2-placeholder-circle		parent=GB-NIR
GB-MFT	upstream	iso-3166-2-subdivisions		
GB-MIK	upstream	iso-3166-2-subdivisions		
GB-MLN	upstream	iso-3166-2-subdivisions		
GB-MON	upstream	iso-3166-2-subdivisions		
GB-MRT	upstream	iso-3166-2-subdivisions		
GB-MRY	upstream	iso-3166-2-subdivisions		
GB-MTY	upstream	iso-3166-2-subdivisions		
GB-MUL	placeholder-circle	iso-3166-2-placeholder-circle		parent=GB-NIR
GB-MYL	upstream	iso-3166-2-subdivisions		
GB-NAY	upstream	iso-3166-2-subdivisions		
GB-NBL	upstream	iso-3166-2-subdivisions		
GB-NDN	upstream	iso-3166-2-subdivisions		
GB-NEL	upstream	iso-3166-2-subdivisions		
GB-NET	upstream	iso-3166-2-subdivisions		
GB-NFK	upstream	iso-3166-2-subdivisions		
GB-NGM	upstream	iso-3166-2-subdivisions		
GB-NIR	dissolved	iso-3166-2-gb-home-nation		
GB-NLK	upstream	iso-3166-2-subdivisions		
GB-NLN	upstream	iso-3166-2-subdivisions		
GB-NMD	placeholder-circle	iso-3166-2-placeholder-circle		parent=GB-NIR
GB-NSM	upstream	iso-3166-2-subdivisions		
GB-NTA	upstream	iso-3166-2-subdivisions		
GB-NTH	upstream	iso-3166-2-subdivisions		
GB-NTL	upstream	iso-3166-2-subdivisions		
GB-NTT	upstream	iso-3166-2-subdivisions		
GB-NTY	upstream	iso-3166-2-subdivisions		
GB-NWM	upstream	iso-3166-2-subdivisions		
GB-NWP	upstream	iso-3166-2-subdivisions		
GB-NYK	upstream	iso-3166-2-subdivisions		
GB-NYM	upstream	iso-3166-2-subdivisions		
GB-OLD	upstream	iso-3166-2-subdivisions		
GB-OMH	upstream	iso-3166-2-subdivisions		
GB-ORK	upstream	iso-3166-2-subdivisions		
GB-OXF	upstream	iso-3166-2-subdivisions		
GB-PEM	upstream	iso-3166-2-subdivisions		
GB-PKN	upstream	iso-3166-2-subdivisions		
GB-PLY	upstream	iso-3166-2-subdivisions		
GB-POL	upstream	iso-3166-2-subdivisions		
GB-POR	upstream	iso-3166-2-subdivisions		
GB-POW	upstream	iso-3166-2-subdivisions		
GB-PTE	upstream	iso-3166-2-subdivisions		
GB-RCC	upstream	iso-3166-2-subdivisions		
GB-RCH	upstream	iso-3166-2-subdivisions		
GB-RCT	upstream	iso-3166-2-subdivisions		
GB-RDB	upstream	iso-3166-2-subdivisions		
GB-RDG	upstream	iso-3166-2-subdivisions		
GB-RFW	upstream	iso-3166-2-subdivisions		
GB-RIC	upstream	iso-3166-2-subdivisions		
GB-ROT	upstream	iso-3166-2-subdivisions		
GB-RUT	upstream	iso-3166-2-subdivisions		
GB-SAW	upstream	iso-3166-2-subdivisions		
GB-SAY	upstream	iso-3166-2-subdivisions		
GB-SCB	upstream	iso-3166-2-subdivisions		
GB-SCT	dissolved	iso-3166-2-gb-home-nation		
GB-SFK	upstream	iso-3166-2-subdivisions		
GB-SFT	upstream	iso-3166-2-subdivisions		
GB-SGC	upstream	iso-3166-2-subdivisions		
GB-SHF	upstream	iso-3166-2-subdivisions		
GB-SHN	upstream	iso-3166-2-subdivisions		
GB-SHR	upstream	iso-3166-2-subdivisions		
GB-SKP	upstream	iso-3166-2-subdivisions		
GB-SLF	upstream	iso-3166-2-subdivisions		
GB-SLG	upstream	iso-3166-2-subdivisions		
GB-SLK	upstream	iso-3166-2-subdivisions		
GB-SND	upstream	iso-3166-2-subdivisions		
GB-SOL	upstream	iso-3166-2-subdivisions		
GB-SOM	upstream	iso-3166-2-subdivisions		
GB-SOS	upstream	iso-3166-2-subdivisions		
GB-SRY	upstream	iso-3166-2-subdivisions		
GB-STB	upstream	iso-3166-2-subdivisions		
GB-STE	upstream	iso-3166-2-subdivisions		
GB-STG	upstream	iso-3166-2-subdivisions		
GB-STH	upstream	iso-3166-2-subdivisions		
GB-STN	upstream	iso-3166-2-subdivisions		
GB-STS	upstream	iso-3166-2-subdivisions		
GB-STT	upstream	iso-3166-2-subdivisions		
GB-STY	upstream	iso-3166-2-subdivisions		
GB-SWA	upstream	iso-3166-2-subdivisions		
GB-SWD	upstream	iso-3166-2-subdivisions		
GB-SWK	upstream	iso-3166-2-subdivisions		
GB-TAM	upstream	iso-3166-2-subdivisions		
GB-TFW	upstream	iso-3166-2-subdivisions		
GB-THR	upstream	iso-3166-2-subdivisions		
GB-TOB	upstream	iso-3166-2-subdivisions		
GB-TOF	upstream	iso-3166-2-subdivisions		
GB-TRF	upstream	iso-3166-2-subdivisions		
GB-TWH	upstream	iso-3166-2-subdivisions		
GB-UKM	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
GB-VGL	upstream	iso-3166-2-subdivisions		
GB-WAR	upstream	iso-3166-2-subdivisions		
GB-WBK	upstream	iso-3166-2-subdivisions		
GB-WDU	upstream	iso-3166-2-subdivisions		
GB-WFT	upstream	iso-3166-2-subdivisions		
GB-WGN	upstream	iso-3166-2-subdivisions		
GB-WIL	upstream	iso-3166-2-subdivisions		
GB-WKF	upstream	iso-3166-2-subdivisions		
GB-WLL	upstream	iso-3166-2-subdivisions		
GB-WLN	upstream	iso-3166-2-subdivisions		
GB-WLS	dissolved	iso-3166-2-gb-home-nation		
GB-WLV	upstream	iso-3166-2-subdivisions		
GB-WND	upstream	iso-3166-2-subdivisions		
GB-WNM	upstream	iso-3166-2-subdivisions		
GB-WOK	upstream	iso-3166-2-subdivisions		
GB-WOR	upstream	iso-3166-2-subdivisions		
GB-WRL	upstream	iso-3166-2-subdivisions		
GB-WRT	upstream	iso-3166-2-subdivisions		
GB-WRX	upstream	iso-3166-2-subdivisions		
GB-WSM	upstream	iso-3166-2-subdivisions		
GB-WSX	upstream	iso-3166-2-subdivisions		
GB-YOR	upstream	iso-3166-2-subdivisions		
GB-ZET	upstream	iso-3166-2-subdivisions		
GD	upstream	iso-3166-1-countries		
GD-01	upstream	iso-3166-2-subdivisions		
GD-02	upstream	iso-3166-2-subdivisions		
GD-03	upstream	iso-3166-2-subdivisions		
GD-04	upstream	iso-3166-2-subdivisions		
GD-05	upstream	iso-3166-2-subdivisions		
GD-06	upstream	iso-3166-2-subdivisions		
GD-10	upstream	iso-3166-2-subdivisions		
GE	upstream	iso-3166-1-countries		
GE-25	placeholder-circle	iso-3166-2-placeholder-circle		parent=GE-SK
GE-29	placeholder-circle	iso-3166-2-placeholder-circle		parent=GE-AJ
GE-37	placeholder-circle	iso-3166-2-placeholder-circle		parent=GE-KK
GE-44	placeholder-circle	iso-3166-2-placeholder-circle		parent=GE-GU
GE-50	placeholder-circle	iso-3166-2-placeholder-circle		parent=GE-SZ
GE-AB	upstream	iso-3166-2-subdivisions		
GE-AJ	upstream	iso-3166-2-subdivisions		
GE-GU	upstream	iso-3166-2-subdivisions		
GE-IM	upstream	iso-3166-2-subdivisions		
GE-KA	upstream	iso-3166-2-subdivisions		
GE-KK	upstream	iso-3166-2-subdivisions		
GE-MM	upstream	iso-3166-2-subdivisions		
GE-RL	upstream	iso-3166-2-subdivisions		
GE-SJ	upstream	iso-3166-2-subdivisions		
GE-SK	upstream	iso-3166-2-subdivisions		
GE-SZ	upstream	iso-3166-2-subdivisions		
GE-TB	upstream	iso-3166-2-subdivisions		
GF	upstream	iso-3166-1-subunits		
GG	upstream	iso-3166-1-countries		
GH	upstream	iso-3166-1-countries		
GH-AA	upstream	iso-3166-2-subdivisions		
GH-AF	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
GH-AH	upstream	iso-3166-2-subdivisions		
GH-BA	upstream	iso-3166-2-subdivisions		
GH-BE	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
GH-BO	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
GH-CP	upstream	iso-3166-2-subdivisions		
GH-EP	upstream	iso-3166-2-subdivisions		
GH-NE	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
GH-NP	upstream	iso-3166-2-subdivisions		
GH-OT	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
GH-SV	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
GH-TV	upstream	iso-3166-2-subdivisions		
GH-UE	upstream	iso-3166-2-subdivisions		
GH-UW	upstream	iso-3166-2-subdivisions		
GH-WN	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
GH-WP	upstream	iso-3166-2-subdivisions		
GI	upstream	iso-3166-1-countries		
GL	upstream	iso-3166-1-countries		
GL-AV	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
GL-KU	upstream	iso-3166-2-subdivisions		
GL-QA	upstream	iso-3166-2-subdivisions		
GL-QE	upstream	iso-3166-2-subdivisions		
GL-QT	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
GL-SM	upstream	iso-3166-2-subdivisions		
GL-UO	upstream	iso-3166-2-subdivisions		
GM	upstream	iso-3166-1-countries		
GM-B	upstream	iso-3166-2-subdivisions		
GM-L	upstream	iso-3166-2-subdivisions		
GM-M	upstream	iso-3166-2-subdivisions		
GM-N	upstream	iso-3166-2-subdivisions		
GM-U	upstream	iso-3166-2-subdivisions		
GM-W	upstream	iso-3166-2-subdivisions		
GN	upstream	iso-3166-1-countries		
GN-B	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
GN-BE	upstream	iso-3166-2-subdivisions		
GN-BF	upstream	iso-3166-2-subdivisions		
GN-BK	upstream	iso-3166-2-subdivisions		
GN-C	upstream	iso-3166-2-subdivisions		
GN-CO	upstream	iso-3166-2-subdivisions		
GN-D	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
GN-DB	upstream	iso-3166-2-subdivisions		
GN-DI	upstream	iso-3166-2-subdivisions		
GN-DL	upstream	iso-3166-2-subdivisions		
GN-DU	upstream	iso-3166-2-subdivisions		
GN-F	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
GN-FA	upstream	iso-3166-2-subdivisions		
GN-FO	upstream	iso-3166-2-subdivisions		
GN-FR	upstream	iso-3166-2-subdivisions		
GN-GA	upstream	iso-3166-2-subdivisions		
GN-GU	upstream	iso-3166-2-subdivisions		
GN-K	upstream	iso-3166-2-subdivisions		
GN-KA	placeholder-circle	iso-3166-2-placeholder-circle		parent=GN-K
GN-KB	upstream	iso-3166-2-subdivisions		
GN-KD	upstream	iso-3166-2-subdivisions		
GN-KE	upstream	iso-3166-2-subdivisions		
GN-KN	upstream	iso-3166-2-subdivisions		
GN-KO	upstream	iso-3166-2-subdivisions		
GN-KS	upstream	iso-3166-2-subdivisions		
GN-L	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
GN-LA	upstream	iso-3166-2-subdivisions		
GN-LE	upstream	iso-3166-2-subdivisions		
GN-LO	upstream	iso-3166-2-subdivisions		
GN-M	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
GN-MC	upstream	iso-3166-2-subdivisions		
GN-MD	upstream	iso-3166-2-subdivisions		
GN-ML	upstream	iso-3166-2-subdivisions		
GN-MM	upstream	iso-3166-2-subdivisions		
GN-N	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
GN-NZ	upstream	iso-3166-2-subdivisions		
GN-PI	upstream	iso-3166-2-subdivisions		
GN-SI	upstream	iso-3166-2-subdivisions		
GN-TE	upstream	iso-3166-2-subdivisions		
GN-TO	upstream	iso-3166-2-subdivisions		
GN-YO	upstream	iso-3166-2-subdivisions		
GP	upstream	iso-3166-1-subunits		
GQ	upstream	iso-3166-1-countries		
GQ-AN	upstream	iso-3166-2-subdivisions		
GQ-BN	upstream	iso-3166-2-subdivisions		
GQ-BS	upstream	iso-3166-2-subdivisions		
GQ-C	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
GQ-CS	upstream	iso-3166-2-subdivisions		
GQ-DJ	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
GQ-I	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
GQ-KN	upstream	iso-3166-2-subdivisions		
GQ-LI	upstream	iso-3166-2-subdivisions		
GQ-WN	upstream	iso-3166-2-subdivisions		
GR	upstream	iso-3166-1-countries		
GR-01	placeholder-circle	iso-3166-2-placeholder-circle		parent=GR-G
GR-03	placeholder-circle	iso-3166-2-placeholder-circle		parent=GR-H
GR-04	placeholder-circle	iso-3166-2-placeholder-circle		parent=GR-H
GR-05	placeholder-circle	iso-3166-2-placeholder-circle		parent=GR-H
GR-06	placeholder-circle	iso-3166-2-placeholder-circle		parent=GR-H
GR-07	placeholder-circle	iso-3166-2-placeholder-circle		parent=GR-H
GR-11	placeholder-circle	iso-3166-2-placeholder-circle		parent=GR-J
GR-12	placeholder-circle	iso-3166-2-placeholder-circle		parent=GR-J
GR-13	placeholder-circle	iso-3166-2-placeholder-circle		parent=GR-G
GR-14	placeholder-circle	iso-3166-2-placeholder-circle		parent=GR-G
GR-15	placeholder-circle	iso-3166-2-placeholder-circle		parent=GR-J
GR-16	placeholder-circle	iso-3166-2-placeholder-circle		parent=GR-J
GR-17	placeholder-circle	iso-3166-2-placeholder-circle		parent=GR-J
GR-21	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
GR-22	placeholder-circle	iso-3166-2-placeholder-circle		parent=GR-F
GR-23	placeholder-circle	iso-3166-2-placeholder-circle		parent=GR-F
GR-24	placeholder-circle	iso-3166-2-placeholder-circle		parent=GR-F
GR-31	placeholder-circle	iso-3166-2-placeholder-circle		parent=GR-D
GR-32	placeholder-circle	iso-3166-2-placeholder-circle		parent=GR-D
GR-33	placeholder-circle	iso-3166-2-placeholder-circle		parent=GR-D
GR-34	placeholder-circle	iso-3166-2-placeholder-circle		parent=GR-D
GR-41	placeholder-circle	iso-3166-2-placeholder-circle		parent=GR-E
GR-42	placeholder-circle	iso-3166-2-placeholder-circle		parent=GR-E
GR-43	placeholder-circle	iso-3166-2-placeholder-circle		parent=GR-E
GR-44	placeholder-circle	iso-3166-2-placeholder-circle		parent=GR-E
GR-51	placeholder-circle	iso-3166-2-placeholder-circle		parent=GR-C
GR-52	placeholder-circle	iso-3166-2-placeholder-circle		parent=GR-A
GR-53	placeholder-circle	iso-3166-2-placeholder-circle		parent=GR-B
GR-54	placeholder-circle	iso-3166-2-placeholder-circle		parent=GR-B
GR-55	placeholder-circle	iso-3166-2-placeholder-circle		parent=GR-A
GR-56	placeholder-circle	iso-3166-2-placeholder-circle		parent=GR-C; withdrawn
GR-57	placeholder-circle	iso-3166-2-placeholder-circle		parent=GR-B
GR-58	placeholder-circle	iso-3166-2-placeholder-circle		parent=GR-C
GR-59	placeholder-circle	iso-3166-2-placeholder-circle		parent=GR-B
GR-61	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
GR-62	placeholder-circle	iso-3166-2-placeholder-circle		parent=GR-B
GR-63	placeholder-circle	iso-3166-2-placeholder-circle		parent=GR-C
GR-64	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
GR-69	upstream	iso-3166-2-subdivisions		
GR-71	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
GR-72	placeholder-circle	iso-3166-2-placeholder-circle		parent=GR-A
GR-73	placeholder-circle	iso-3166-2-placeholder-circle		parent=GR-A
GR-81	placeholder-circle	iso-3166-2-placeholder-circle		parent=GR-L
GR-82	placeholder-circle	iso-3166-2-placeholder-circle		parent=GR-L
GR-83	placeholder-circle	iso-3166-2-placeholder-circle		parent=GR-K; withdrawn
GR-84	placeholder-circle	iso-3166-2-placeholder-circle		parent=GR-K
GR-85	placeholder-circle	iso-3166-2-placeholder-circle		parent=GR-K
GR-91	placeholder-circle	iso-3166-2-placeholder-circle		parent=GR-M
GR-92	placeholder-circle	iso-3166-2-placeholder-circle		parent=GR-M
GR-93	placeholder-circle	iso-3166-2-placeholder-circle		parent=GR-M
GR-94	placeholder-circle	iso-3166-2-placeholder-circle		parent=GR-M
GR-A	upstream	iso-3166-2-subdivisions		
GR-A1	upstream	iso-3166-2-subdivisions		
GR-A2	placeholder-circle	iso-3166-2-placeholder-circle		parent=GR-A1
GR-B	upstream	iso-3166-2-subdivisions		
GR-C	upstream	iso-3166-2-subdivisions		
GR-D	upstream	iso-3166-2-subdivisions		
GR-E	upstream	iso-3166-2-subdivisions		
GR-F	upstream	iso-3166-2-subdivisions		
GR-G	upstream	iso-3166-2-subdivisions		
GR-H	upstream	iso-3166-2-subdivisions		
GR-I	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
GR-J	upstream	iso-3166-2-subdivisions		
GR-K	upstream	iso-3166-2-subdivisions		
GR-L	upstream	iso-3166-2-subdivisions		
GR-M	upstream	iso-3166-2-subdivisions		
GS	upstream	iso-3166-1-countries		
GT	upstream	iso-3166-1-countries		
GT-01	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
GT-02	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
GT-03	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
GT-04	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
GT-05	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
GT-06	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
GT-07	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
GT-08	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
GT-09	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
GT-10	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
GT-11	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
GT-12	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
GT-13	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
GT-14	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
GT-15	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
GT-16	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
GT-17	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
GT-18	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
GT-19	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
GT-20	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
GT-21	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
GT-22	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
GT-AV	upstream	iso-3166-2-subdivisions		
GT-BV	upstream	iso-3166-2-subdivisions		
